"Identity","SamAccountName","DisplayName","ObjectClass","EmployeeId","EmployeeNumber","UserPrincipalName","Mail","Department","Title","Company","Office","AccountEnabled","Manager","ManagerLevel1","ManagerLevel2","ObsPath","ObsAttribute","DistinguishedName"
"LAB\SS-ENT-0032-Readers","SS-ENT-0032-Readers","SS-ENT-0032-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0032.READ","info","CN=SS-ENT-0032-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00033","SSUser00033","ShareSurfer User 00033","user","E0000033","0000033","SSUser00033@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.FIN.UNIT071","info","CN=ShareSurfer User 00033,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0033-Readers","SS-ENT-0033-Readers","SS-ENT-0033-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0033.READ","info","CN=SS-ENT-0033-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00034","SSUser00034","ShareSurfer User 00034","user","E0000034","0000034","SSUser00034@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.ENG.UNIT081","info","CN=ShareSurfer User 00034,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0034-Readers","SS-ENT-0034-Readers","SS-ENT-0034-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0034.READ","info","CN=SS-ENT-0034-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00035","SSUser00035","ShareSurfer User 00035","user","E0000035","0000035","SSUser00035@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.OPS.UNIT091","info","CN=ShareSurfer User 00035,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0035-Readers","SS-ENT-0035-Readers","SS-ENT-0035-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0035.READ","info","CN=SS-ENT-0035-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00036","SSUser00036","ShareSurfer User 00036","user","E0000036","0000036","SSUser00036@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.HR.UNIT101","info","CN=ShareSurfer User 00036,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0036-Readers","SS-ENT-0036-Readers","SS-ENT-0036-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0036.READ","info","CN=SS-ENT-0036-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00037","SSUser00037","ShareSurfer User 00037","user","E0000037","0000037","SSUser00037@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.LEGAL.UNIT111","info","CN=ShareSurfer User 00037,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0037-Readers","SS-ENT-0037-Readers","SS-ENT-0037-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0037.READ","info","CN=SS-ENT-0037-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00038","SSUser00038","ShareSurfer User 00038","user","E0000038","0000038","SSUser00038@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.SALES.UNIT121","info","CN=ShareSurfer User 00038,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0038-Readers","SS-ENT-0038-Readers","SS-ENT-0038-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0038.READ","info","CN=SS-ENT-0038-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00039","SSUser00039","ShareSurfer User 00039","user","E0000039","0000039","SSUser00039@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.MKT.UNIT131","info","CN=ShareSurfer User 00039,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0039-Readers","SS-ENT-0039-Readers","SS-ENT-0039-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0039.READ","info","CN=SS-ENT-0039-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00040","SSUser00040","ShareSurfer User 00040","user","E0000040","0000040","SSUser00040@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.RISK.UNIT141","info","CN=ShareSurfer User 00040,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0040-Readers","SS-ENT-0040-Readers","SS-ENT-0040-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0040.READ","info","CN=SS-ENT-0040-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00041","SSUser00041","ShareSurfer User 00041","user","E0000041","0000041","SSUser00041@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.FIN.UNIT151","info","CN=ShareSurfer User 00041,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0041-Readers","SS-ENT-0041-Readers","SS-ENT-0041-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0041.READ","info","CN=SS-ENT-0041-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00042","SSUser00042","ShareSurfer User 00042","user","E0000042","0000042","SSUser00042@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.ENG.UNIT161","info","CN=ShareSurfer User 00042,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0042-Readers","SS-ENT-0042-Readers","SS-ENT-0042-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0042.READ","info","CN=SS-ENT-0042-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00043","SSUser00043","ShareSurfer User 00043","user","E0000043","0000043","SSUser00043@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.OPS.UNIT171","info","CN=ShareSurfer User 00043,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0043-Readers","SS-ENT-0043-Readers","SS-ENT-0043-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0043.READ","info","CN=SS-ENT-0043-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00044","SSUser00044","ShareSurfer User 00044","user","E0000044","0000044","SSUser00044@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.HR.UNIT181","info","CN=ShareSurfer User 00044,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0044-Readers","SS-ENT-0044-Readers","SS-ENT-0044-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0044.READ","info","CN=SS-ENT-0044-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00045","SSUser00045","ShareSurfer User 00045","user","E0000045","0000045","SSUser00045@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.LEGAL.UNIT191","info","CN=ShareSurfer User 00045,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0045-Readers","SS-ENT-0045-Readers","SS-ENT-0045-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0045.READ","info","CN=SS-ENT-0045-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00046","SSUser00046","ShareSurfer User 00046","user","E0000046","0000046","SSUser00046@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.SALES.UNIT201","info","CN=ShareSurfer User 00046,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0046-Readers","SS-ENT-0046-Readers","SS-ENT-0046-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0046.READ","info","CN=SS-ENT-0046-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00047","SSUser00047","ShareSurfer User 00047","user","E0000047","0000047","SSUser00047@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.MKT.UNIT211","info","CN=ShareSurfer User 00047,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0047-Readers","SS-ENT-0047-Readers","SS-ENT-0047-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0047.READ","info","CN=SS-ENT-0047-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00048","SSUser00048","ShareSurfer User 00048","user","E0000048","0000048","SSUser00048@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.RISK.UNIT221","info","CN=ShareSurfer User 00048,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0048-Readers","SS-ENT-0048-Readers","SS-ENT-0048-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0048.READ","info","CN=SS-ENT-0048-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00049","SSUser00049","ShareSurfer User 00049","user","E0000049","0000049","SSUser00049@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.FIN.UNIT231","info","CN=ShareSurfer User 00049,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0049-Readers","SS-ENT-0049-Readers","SS-ENT-0049-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0049.READ","info","CN=SS-ENT-0049-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00050","SSUser00050","ShareSurfer User 00050","user","E0000050","0000050","SSUser00050@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.ENG.UNIT241","info","CN=ShareSurfer User 00050,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0050-Readers","SS-ENT-0050-Readers","SS-ENT-0050-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0050.READ","info","CN=SS-ENT-0050-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00051","SSUser00051","ShareSurfer User 00051","user","E0000051","0000051","SSUser00051@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.OPS.UNIT001","info","CN=ShareSurfer User 00051,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0051-Readers","SS-ENT-0051-Readers","SS-ENT-0051-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0051.READ","info","CN=SS-ENT-0051-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00052","SSUser00052","ShareSurfer User 00052","user","E0000052","0000052","SSUser00052@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.HR.UNIT011","info","CN=ShareSurfer User 00052,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0052-Readers","SS-ENT-0052-Readers","SS-ENT-0052-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0052.READ","info","CN=SS-ENT-0052-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00053","SSUser00053","ShareSurfer User 00053","user","E0000053","0000053","SSUser00053@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.LEGAL.UNIT021","info","CN=ShareSurfer User 00053,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0053-Readers","SS-ENT-0053-Readers","SS-ENT-0053-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0053.READ","info","CN=SS-ENT-0053-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00054","SSUser00054","ShareSurfer User 00054","user","E0000054","0000054","SSUser00054@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.SALES.UNIT031","info","CN=ShareSurfer User 00054,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0054-Readers","SS-ENT-0054-Readers","SS-ENT-0054-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0054.READ","info","CN=SS-ENT-0054-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00055","SSUser00055","ShareSurfer User 00055","user","E0000055","0000055","SSUser00055@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.MKT.UNIT041","info","CN=ShareSurfer User 00055,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0055-Readers","SS-ENT-0055-Readers","SS-ENT-0055-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0055.READ","info","CN=SS-ENT-0055-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00056","SSUser00056","ShareSurfer User 00056","user","E0000056","0000056","SSUser00056@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.RISK.UNIT051","info","CN=ShareSurfer User 00056,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0056-Readers","SS-ENT-0056-Readers","SS-ENT-0056-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0056.READ","info","CN=SS-ENT-0056-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00057","SSUser00057","ShareSurfer User 00057","user","E0000057","0000057","SSUser00057@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.FIN.UNIT061","info","CN=ShareSurfer User 00057,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0057-Readers","SS-ENT-0057-Readers","SS-ENT-0057-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0057.READ","info","CN=SS-ENT-0057-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00058","SSUser00058","ShareSurfer User 00058","user","E0000058","0000058","SSUser00058@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.ENG.UNIT071","info","CN=ShareSurfer User 00058,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0058-Readers","SS-ENT-0058-Readers","SS-ENT-0058-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0058.READ","info","CN=SS-ENT-0058-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00059","SSUser00059","ShareSurfer User 00059","user","E0000059","0000059","SSUser00059@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.OPS.UNIT081","info","CN=ShareSurfer User 00059,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0059-Readers","SS-ENT-0059-Readers","SS-ENT-0059-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0059.READ","info","CN=SS-ENT-0059-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00060","SSUser00060","ShareSurfer User 00060","user","E0000060","0000060","SSUser00060@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.HR.UNIT091","info","CN=ShareSurfer User 00060,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0060-Readers","SS-ENT-0060-Readers","SS-ENT-0060-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0060.READ","info","CN=SS-ENT-0060-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00061","SSUser00061","ShareSurfer User 00061","user","E0000061","0000061","SSUser00061@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.LEGAL.UNIT101","info","CN=ShareSurfer User 00061,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0061-Readers","SS-ENT-0061-Readers","SS-ENT-0061-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0061.READ","info","CN=SS-ENT-0061-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00062","SSUser00062","ShareSurfer User 00062","user","E0000062","0000062","SSUser00062@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.SALES.UNIT111","info","CN=ShareSurfer User 00062,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0062-Readers","SS-ENT-0062-Readers","SS-ENT-0062-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0062.READ","info","CN=SS-ENT-0062-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00063","SSUser00063","ShareSurfer User 00063","user","E0000063","0000063","SSUser00063@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.MKT.UNIT121","info","CN=ShareSurfer User 00063,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0063-Readers","SS-ENT-0063-Readers","SS-ENT-0063-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0063.READ","info","CN=SS-ENT-0063-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00064","SSUser00064","ShareSurfer User 00064","user","E0000064","0000064","SSUser00064@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.RISK.UNIT131","info","CN=ShareSurfer User 00064,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0064-Readers","SS-ENT-0064-Readers","SS-ENT-0064-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0064.READ","info","CN=SS-ENT-0064-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00065","SSUser00065","ShareSurfer User 00065","user","E0000065","0000065","SSUser00065@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.FIN.UNIT141","info","CN=ShareSurfer User 00065,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
